,Dataset,Mask bounding box,Mask position,Mask size,Sample id,Image index,GT info,Masked info,Info loss %
0,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,0,55.41824284724812,46.07091480632958,16.8668791370434
1,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,1,35.59592945814907,29.33267622142895,17.595419847328237
2,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,2,49.31802440193937,39.42724705631627,20.05509641873278
3,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,3,44.223187170334064,35.881240343118975,18.863287250384026
4,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,4,28.327295007725503,24.468804944323086,13.621103117505989
5,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,5,52.94554851084234,43.5846342373062,17.680266871952778
6,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,6,39.78048910437423,36.16655122808887,9.08469945355191
7,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,7,31.696680696893814,27.6479833768448,12.773253321903125
8,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,8,38.23165858596622,32.94661409771432,13.823738450604123
9,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,9,35.18834247962065,27.52570728328627,21.776061776061777
10,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,10,27.933294261814694,19.76796845862859,29.231517509727624
11,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,11,68.48819862539294,54.96989717086686,19.73814719301726
12,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,12,30.460333528690928,23.640044754648624,22.3907225691347
13,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,13,47.75560765091374,38.95172891469977,18.435277382645797
14,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,14,72.07496403644308,58.950663327827804,18.209236569274275
15,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,15,37.48441579199744,31.05812776386595,17.143892714751715
16,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,16,32.185785071127924,27.770259470403325,13.71886872097932
17,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,17,36.79151792849912,29.604400873781234,19.53471196454948
18,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,18,24.115562896265118,19.50983003889392,19.098591549295776
19,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,19,64.58894986413767,54.30417177260376,15.9234328986117
20,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,20,38.014278864084396,36.940966487292876,2.823445318084352
21,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,21,42.103734881986256,33.6938568916831,19.974185221039043
22,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,22,75.03676274708296,60.51308007885343,19.355422777476015
23,ORE_Random_15,ORE,Random,15,3b3a9f4e3aa9f2f4d39a194653571dfc,23,46.994778624327346,36.34317225211785,22.665510263081813
24,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,0,42.11732111460387,34.61772070968086,17.806451612903217
25,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,1,44.549256753156804,33.16399381959614,25.55657212564807
26,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,2,49.141403377910386,39.23703979966967,20.15482444014377
27,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,3,50.89402738558261,45.73125899088923,10.144153764014954
28,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,4,41.70973413607545,32.70206191059726,21.59609120521174
29,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,5,38.734349192817945,28.857158079812457,25.49982462293932
30,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,6,46.69588150673984,36.044275134530345,22.81059063136456
31,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,7,56.79045234162715,43.34008205018914,23.684210526315795
32,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,8,76.09648889125685,56.817624806862376,25.334761649705406
33,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,9,56.60024508498055,47.565400394267144,15.962554008641375
34,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,10,52.70099632372529,43.28573711971868,17.86542923433875
35,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,11,62.68687729767169,48.10884969897171,23.255309926311224
36,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,12,43.2993233523363,33.43571847194843,22.780043928459367
37,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,13,60.81197719644094,52.49720283446108,13.67292225201073
38,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,14,50.03809473067292,37.430070861526985,25.196850393700785
39,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,15,63.50205125472854,54.49437902925036,14.184852374839538
40,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,16,61.246736640204595,51.92658106452129,15.217391304347828
41,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,17,47.38877937023816,38.20448612073099,19.380733944954137
42,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,18,49.48105919335074,39.57669561511002,20.016474464579908
43,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,19,36.65565560232298,30.066332782780115,17.97627872498147
44,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,20,41.15269859875326,33.13682135436091,19.47837570155167
45,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,21,45.853535084447756,39.52235068463956,13.807407407407407
46,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,22,60.2957003569716,47.334434439767705,21.496169445696253
47,ORE_Random_15,ORE,Random,15,a691eee4545ce2fade94aad0562ac2e,23,39.10117747349353,32.37599232777452,17.199444058373885
48,ORE_Random_15,ORE,Random,15,a58f8f1bd61094b3ff2c92c2a4f65876,0,49.372369332409825,39.92993766316799,19.12493120528343
49,ORE_Random_15,ORE,Random,15,a58f8f1bd61094b3ff2c92c2a4f65876,1,49.54899035643881,38.09579625979008,23.114888949821776
50,ORE_Random_15,ORE,Random,15,a58f8f1bd61094b3ff2c92c2a4f65876,2,39.83483403484469,35.63668815600192,10.538881309686223
51,ORE_Random_15,ORE,Random,15,a58f8f1bd61094b3ff2c92c2a4f65876,3,34.94379029250359,30.582609622249453,12.480559875583195
